coll_time_round,Date Time(RAW),RSRP_Wo_Round,mean_AvgRsrp,Downtime,Downtime(RAW),Coverage,Coverage(RAW),serial,sensor_distance
3/25/2024 14:00,45376.79167,-79.3333333333333 #,-79.3333,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 14:00,45376.79167,-101.283333333333 #,-101.2833,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 14:00,45376.79167,-80.15 #,-80.15,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 14:00,45376.79167,-57.0166666666667 #,-57.0167,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 14:00,45376.79167,-84.65 #,-84.65,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 14:00,45376.79167,-70.0166666666667 #,-70.0167,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 14:00,45376.79167,-83.4666666666667 #,-83.4667,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 14:00,45376.79167,-86.35 #,-86.35,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 14:00,45376.79167,-77.5666666666667 #,-77.5667,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 15:00,45376.83333,-77.5833333333333 #,-77.5833,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 15:00,45376.83333,-83.4666666666667 #,-83.4667,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 15:00,45376.83333,-93.5333333333333 #,-93.5333,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 15:00,45376.83333,-90.271186440678 #,-90.2712,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 15:00,45376.83333,-79.6 #,-79.6,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 15:00,45376.83333,-80.65 #,-80.65,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 15:00,45376.83333,-86.5833333333333 #,-86.5833,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 15:00,45376.83333,-56.9166666666667 #,-56.9167,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 15:00,45376.83333,-84.7166666666667 #,-84.7167,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 15:00,45376.83333,-70.1 #,-70.1,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 15:00,45376.83333,-80.9 #,-80.9,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 15:00,45376.83333,-102.016666666667 #,-102.0167,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 16:00,45376.875,-78.2333333333333 #,-78.2333,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 16:00,45376.875,-80.6666666666667 #,-80.6667,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 16:00,45376.875,-80.5333333333333 #,-80.5333,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 16:00,45376.875,-69.9833333333333 #,-69.9833,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 16:00,45376.875,-101.85 #,-101.85,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 16:00,45376.875,-84.4666666666667 #,-84.4667,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 16:00,45376.875,-56.8666666666667 #,-56.8667,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 16:00,45376.875,-93.3166666666667 #,-93.3167,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 16:00,45376.875,-86.3666666666667 #,-86.3667,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 16:00,45376.875,-83.6 #,-83.6,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 16:00,45376.875,-79.65 #,-79.65,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 16:00,45376.875,-89.7540983606557 #,-89.7541,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 17:00,45376.91667,-101.816666666667 #,-101.8167,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 17:00,45376.91667,-80.65 #,-80.65,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 17:00,45376.91667,-69.9666666666667 #,-69.9667,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 17:00,45376.91667,-84.2166666666667 #,-84.2167,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 17:00,45376.91667,-56.75 #,-56.75,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 17:00,45376.91667,-86.05 #,-86.05,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 17:00,45376.91667,-79.9333333333333 #,-79.9333,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 17:00,45376.91667,-80.5166666666667 #,-80.5167,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 17:00,45376.91667,-83.2666666666667 #,-83.2667,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 17:00,45376.91667,-92.7166666666667 #,-92.7167,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 17:00,45376.91667,-89.6833333333333 #,-89.6833,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 17:00,45376.91667,-78.2166666666667 #,-78.2167,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 18:00,45376.95833,-80.05 #,-80.05,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 18:00,45376.95833,-69.9833333333333 #,-69.9833,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 18:00,45376.95833,-101.833333333333 #,-101.8333,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 18:00,45376.95833,-85.4 #,-85.4,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 18:00,45376.95833,-84.1833333333333 #,-84.1833,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 18:00,45376.95833,-78.5666666666667 #,-78.5667,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 18:00,45376.95833,-80.1166666666667 #,-80.1167,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 18:00,45376.95833,-79.7666666666667 #,-79.7667,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 18:00,45376.95833,-56.45 #,-56.45,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 18:00,45376.95833,-89.1 #,-89.1,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 18:00,45376.95833,-83.1166666666667 #,-83.1167,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 18:00,45376.95833,-93.1166666666667 #,-93.1167,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 19:00,45377,-101.183333333333 #,-101.1833,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 19:00,45377,-84.25 #,-84.25,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 19:00,45377,-79.4166666666667 #,-79.4167,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 19:00,45377,-78.1333333333333 #,-78.1333,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 19:00,45377,-83.9666666666667 #,-83.9667,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 19:00,45377,-70 #,-70,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 19:00,45377,-80.1833333333333 #,-80.1833,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 19:00,45377,-79.6666666666667 #,-79.6667,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 19:00,45377,-88.9166666666667 #,-88.9167,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 19:00,45377,-55.8166666666667 #,-55.8167,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 19:00,45377,-82.85 #,-82.85,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 19:00,45377,-93.05 #,-93.05,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 20:00,45377.04167,-79 #,-79,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 20:00,45377.04167,-83.9833333333333 #,-83.9833,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 20:00,45377.04167,-79.0333333333333 #,-79.0333,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 20:00,45377.04167,-88.9666666666667 #,-88.9667,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 20:00,45377.04167,-101.066666666667 #,-101.0667,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 20:00,45377.04167,-56 #,-56,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 20:00,45377.04167,-92.0333333333333 #,-92.0333,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 20:00,45377.04167,-69.9833333333333 #,-69.9833,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 20:00,45377.04167,-81.3 #,-81.3,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 20:00,45377.04167,-79.9833333333333 #,-79.9833,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 20:00,45377.04167,-84 #,-84,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 20:00,45377.04167,-77.95 #,-77.95,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 21:00,45377.08333,-83.9166666666667 #,-83.9167,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 21:00,45377.08333,-69.1666666666667 #,-69.1667,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 21:00,45377.08333,-79.0166666666667 #,-79.0167,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 21:00,45377.08333,-80 #,-80,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 21:00,45377.08333,-88.7166666666667 #,-88.7167,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 21:00,45377.08333,-81 #,-81,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 21:00,45377.08333,-83.9833333333333 #,-83.9833,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 21:00,45377.08333,-100.716666666667 #,-100.7167,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 21:00,45377.08333,-77.2833333333333 #,-77.2833,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 21:00,45377.08333,-55.4 #,-55.4,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 21:00,45377.08333,-79 #,-79,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 21:00,45377.08333,-91.9333333333333 #,-91.9333,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 22:00,45377.125,-77.3833333333333 #,-77.3833,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 22:00,45377.125,-79.45 #,-79.45,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 22:00,45377.125,-55.9833333333333 #,-55.9833,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 22:00,45377.125,-91.9 #,-91.9,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 22:00,45377.125,-101.25 #,-101.25,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 22:00,45377.125,-81.8166666666667 #,-81.8167,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 22:00,45377.125,-83.95 #,-83.95,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 22:00,45377.125,-79.9 #,-79.9,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 22:00,45377.125,-69.05 #,-69.05,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 22:00,45377.125,-84.0166666666667 #,-84.0167,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 22:00,45377.125,-79.1333333333333 #,-79.1333,0%,0,100%,10000,SN1001000878871,0.394452002
3/25/2024 22:00,45377.125,-88.1333333333333 #,-88.1333,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 23:00,45377.16667,-84.05 #,-84.05,0%,0,100%,10000,SN1001000878870,0.311663855
3/25/2024 23:00,45377.16667,-77.5 #,-77.5,0%,0,100%,10000,SN1001000878856,0.272075868
3/25/2024 23:00,45377.16667,-79.7166666666667 #,-79.7167,0%,0,100%,10000,SN1001000878865,0.05685216
3/25/2024 23:00,45377.16667,-68.9833333333333 #,-68.9833,0%,0,100%,10000,SN1001000878868,0.229262629
3/25/2024 23:00,45377.16667,-82.25 #,-82.25,0%,0,100%,10000,SN1001000878869,0.322195995
3/25/2024 23:00,45377.16667,-92.0333333333333 #,-92.0333,0%,0,100%,10000,SN1001000878873,0.455980593
3/25/2024 23:00,45377.16667,-55.9833333333333 #,-55.9833,0%,0,100%,10000,SN1001000878876,0.148362853
3/25/2024 23:00,45377.16667,-101.266666666667 #,-101.2667,0%,0,100%,10000,SN1001000878872,0.458002602
3/25/2024 23:00,45377.16667,-88.1 #,-88.1,0%,0,100%,10000,SN1001000878874,0.45706528
3/25/2024 23:00,45377.16667,-79.8333333333333 #,-79.8333,0%,0,100%,10000,SN1001000878875,0.383627261
3/25/2024 23:00,45377.16667,-84.0333333333333 #,-84.0333,0%,0,100%,10000,SN1001000878866,0.072632366
3/25/2024 23:00,45377.16667,-79.2166666666667 #,-79.2167,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 0:00,45377.20833,-84 #,-84,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 0:00,45377.20833,-84.0333333333333 #,-84.0333,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 0:00,45377.20833,-79.1833333333333 #,-79.1833,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 0:00,45377.20833,-91.9833333333333 #,-91.9833,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 0:00,45377.20833,-77.3 #,-77.3,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 0:00,45377.20833,-79.8666666666667 #,-79.8667,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 0:00,45377.20833,-87.9166666666667 #,-87.9167,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 0:00,45377.20833,-78.9166666666667 #,-78.9167,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 0:00,45377.20833,-101.016666666667 #,-101.0167,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 0:00,45377.20833,-81.9166666666667 #,-81.9167,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 0:00,45377.20833,-56 #,-56,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 0:00,45377.20833,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 1:00,45377.25,-77.15 #,-77.15,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 1:00,45377.25,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 1:00,45377.25,-81.9 #,-81.9,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 1:00,45377.25,-83.9833333333333 #,-83.9833,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 1:00,45377.25,-91.9333333333333 #,-91.9333,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 1:00,45377.25,-84.0166666666667 #,-84.0167,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 1:00,45377.25,-55.9833333333333 #,-55.9833,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 1:00,45377.25,-78.7833333333333 #,-78.7833,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 1:00,45377.25,-79.6333333333333 #,-79.6333,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 1:00,45377.25,-101.233333333333 #,-101.2333,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 1:00,45377.25,-87.7833333333333 #,-87.7833,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 1:00,45377.25,-79.25 #,-79.25,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 2:00,45377.29167,-79.5833333333333 #,-79.5833,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 2:00,45377.29167,-84 #,-84,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 2:00,45377.29167,-77.1166666666667 #,-77.1167,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 2:00,45377.29167,-91.5833333333333 #,-91.5833,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 2:00,45377.29167,-78.6166666666667 #,-78.6167,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 2:00,45377.29167,-87.8 #,-87.8,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 2:00,45377.29167,-81.6166666666667 #,-81.6167,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 2:00,45377.29167,-55.9666666666667 #,-55.9667,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 2:00,45377.29167,-101.05 #,-101.05,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 2:00,45377.29167,-83.85 #,-83.85,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 2:00,45377.29167,-69.0333333333333 #,-69.0333,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 2:00,45377.29167,-79.2666666666667 #,-79.2667,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 3:00,45377.33333,-77.05 #,-77.05,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 3:00,45377.33333,-83.8833333333333 #,-83.8833,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 3:00,45377.33333,-83.9333333333333 #,-83.9333,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 3:00,45377.33333,-81.3166666666667 #,-81.3167,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 3:00,45377.33333,-91.9166666666667 #,-91.9167,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 3:00,45377.33333,-79.05 #,-79.05,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 3:00,45377.33333,-87.6833333333333 #,-87.6833,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 3:00,45377.33333,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 3:00,45377.33333,-100.85 #,-100.85,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 3:00,45377.33333,-55.9 #,-55.9,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 3:00,45377.33333,-78.6166666666667 #,-78.6167,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 3:00,45377.33333,-79.5666666666667 #,-79.5667,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 4:00,45377.375,-87.7333333333333 #,-87.7333,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 4:00,45377.375,-83.9333333333333 #,-83.9333,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 4:00,45377.375,-55.8666666666667 #,-55.8667,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 4:00,45377.375,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 4:00,45377.375,-81.2 #,-81.2,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 4:00,45377.375,-100.85 #,-100.85,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 4:00,45377.375,-76.9666666666667 #,-76.9667,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 4:00,45377.375,-83.8666666666667 #,-83.8667,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 4:00,45377.375,-79.75 #,-79.75,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 4:00,45377.375,-78.4833333333333 #,-78.4833,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 4:00,45377.375,-79.05 #,-79.05,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 4:00,45377.375,-91.6333333333333 #,-91.6333,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 5:00,45377.41667,-91.8166666666667 #,-91.8167,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 5:00,45377.41667,-83.85 #,-83.85,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 5:00,45377.41667,-87.6333333333333 #,-87.6333,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 5:00,45377.41667,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 5:00,45377.41667,-55.6333333333333 #,-55.6333,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 5:00,45377.41667,-83.8 #,-83.8,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 5:00,45377.41667,-81.3 #,-81.3,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 5:00,45377.41667,-100.566666666667 #,-100.5667,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 5:00,45377.41667,-76.6 #,-76.6,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 5:00,45377.41667,-78.7 #,-78.7,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 5:00,45377.41667,-79.0166666666667 #,-79.0167,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 5:00,45377.41667,-79.65 #,-79.65,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 6:00,45377.45833,-83.9666666666667 #,-83.9667,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 6:00,45377.45833,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 6:00,45377.45833,-76.1 #,-76.1,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 6:00,45377.45833,-83.8333333333333 #,-83.8333,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 6:00,45377.45833,-91.8166666666667 #,-91.8167,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 6:00,45377.45833,-79.6833333333333 #,-79.6833,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 6:00,45377.45833,-81.3333333333333 #,-81.3333,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 6:00,45377.45833,-55.7166666666667 #,-55.7167,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 6:00,45377.45833,-79 #,-79,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 6:00,45377.45833,-78.3 #,-78.3,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 6:00,45377.45833,-100.883333333333 #,-100.8833,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 6:00,45377.45833,-87.6166666666667 #,-87.6167,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 7:00,45377.5,-55.4666666666667 #,-55.4667,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 7:00,45377.5,-79.0333333333333 #,-79.0333,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 7:00,45377.5,-83.9166666666667 #,-83.9167,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 7:00,45377.5,-79.5 #,-79.5,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 7:00,45377.5,-100.533333333333 #,-100.5333,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 7:00,45377.5,-87.9666666666667 #,-87.9667,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 7:00,45377.5,-83.85 #,-83.85,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 7:00,45377.5,-81.35 #,-81.35,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 7:00,45377.5,-92.2833333333333 #,-92.2833,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 7:00,45377.5,-76.1166666666667 #,-76.1167,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 7:00,45377.5,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 7:00,45377.5,-78.55 #,-78.55,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 8:00,45377.54167,-81.9333333333333 #,-81.9333,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 8:00,45377.54167,-83.9333333333333 #,-83.9333,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 8:00,45377.54167,-55.9833333333333 #,-55.9833,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 8:00,45377.54167,-92.3 #,-92.3,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 8:00,45377.54167,-76.3666666666667 #,-76.3667,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 8:00,45377.54167,-101.116666666667 #,-101.1167,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 8:00,45377.54167,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 8:00,45377.54167,-88.0833333333333 #,-88.0833,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 8:00,45377.54167,-83.8833333333333 #,-83.8833,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 8:00,45377.54167,-79.1166666666667 #,-79.1167,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 8:00,45377.54167,-79.1833333333333 #,-79.1833,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 8:00,45377.54167,-78.1166666666667 #,-78.1167,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 9:00,45377.58333,-101.183333333333 #,-101.1833,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 9:00,45377.58333,-84 #,-84,0%,0,100%,10000,SN1001000878866,0.072632366
3/26/2024 9:00,45377.58333,-84.1 #,-84.1,0%,0,100%,10000,SN1001000878870,0.311663855
3/26/2024 9:00,45377.58333,-56.1166666666667 #,-56.1167,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 9:00,45377.58333,-76.6333333333333 #,-76.6333,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 9:00,45377.58333,-92.4333333333333 #,-92.4333,0%,0,100%,10000,SN1001000878873,0.455980593
3/26/2024 9:00,45377.58333,-79.4333333333333 #,-79.4333,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 9:00,45377.58333,-69 #,-69,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 9:00,45377.58333,-88.4666666666667 #,-88.4667,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 9:00,45377.58333,-82.25 #,-82.25,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 9:00,45377.58333,-78.2666666666667 #,-78.2667,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 9:00,45377.58333,-79.45 #,-79.45,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 10:00,45377.625,-78.7833333333333 #,-78.7833,0%,0,100%,10000,SN1001000878871,0.394452002
3/26/2024 10:00,45377.625,-82.7833333333333 #,-82.7833,0%,0,100%,10000,SN1001000878869,0.322195995
3/26/2024 10:00,45377.625,-79.7 #,-79.7,0%,0,100%,10000,SN1001000878865,0.05685216
3/26/2024 10:00,45377.625,-88.7 #,-88.7,0%,0,100%,10000,SN1001000878874,0.45706528
3/26/2024 10:00,45377.625,-76.95 #,-76.95,0%,0,100%,10000,SN1001000878856,0.272075868
3/26/2024 10:00,45377.625,-56.25 #,-56.25,0%,0,100%,10000,SN1001000878876,0.148362853
3/26/2024 10:00,45377.625,-79.8 #,-79.8,0%,0,100%,10000,SN1001000878875,0.383627261
3/26/2024 10:00,45377.625,-69.2833333333333 #,-69.2833,0%,0,100%,10000,SN1001000878868,0.229262629
3/26/2024 10:00,45377.625,-101.65 #,-101.65,0%,0,100%,10000,SN1001000878872,0.458002602
3/26/2024 10:00,45377.625,-84.1 #,-84.1,0%,0,100%,10000,SN1001000878866,0.072632366
